ID Vino,Tipologia Vino,Tipologia Produttore,Produttore,Tipologia Agricoltura,Tipologia Vinificazione,Terroir,Disciplinare,Etichetta,Vigna_Clos_Lieu-Dit_Climat,Uvaggio,Millesimo,Dimensione Bottiglia,Dosaggio,Data Imbottigliamento,Mesi sui Lieviti,Data Sboccatura,Distributore
1000,,Vigneron,Philippe Pacalet,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin,,100% PN,2021,"0,75",,,,,Balan
1001,,Vigneron,Philippe Pacalet,,,Borgogna,Borgogna - Nuits-Saint-Georges - Aux Chignots 1er Cru,Nuits-Saint-Georges - Aux Chaignots 1er Cru,,100% PN ,2019,"0,75",,,,,Balan
1002,,Vigneron,Philippe Pacalet,,,Borgogna,Borgogna - Pommard,Pommard,,100% PN,2021,"0,75",,,,,Balan
1003,,,Pierre-Yves Colin-Morel,,,Borgogna,Borgogna - Meursault,Meursault,,100% Chard,2019,,,,,,
1004,,,Pierre-Yves Colin-Morel,,,Borgogna,Borgogna - Santenay 1er Cru,Santenay Les Gravieres 1er Cru,,100% PN,2020,,,,,,
1005,,,Renè Bouvier,,,Borgogna,Borgogna - Marsannay,Marsannay Le Clos,,100% Chard,2021,"0,75",,,,,
1006,,Vigneron,Robert Denogent,,,Borgogna,Borgogna - Macon-Villages,Los Sardines,,100% Chard,2021,"0,75",,,,,
1007,,,Seguin Manuel,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin Vieilles Vignes,,100% PN,2019,,,,,,
1008,,,Sylvain Pataille,,,Borgogna,Borgogna,Bourgogne,,100% PN,2022,"0,75",,,,,
1009,,,Sylvie Esmonin,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin Cuvee Vieilles Vignes,,100% PN,2018,"0,75",,,,,
1010,,,Simon Colin,,,Borgogna,Borgogna - Aligotè,Bourgogne Aligotè,,100% Aligotè,2021,"0,75",,,,,
1011,,,Thibault Liger-Belair,,,Borgogna,Borgogna - Aloxe-Corton,Aloxe-Corton La Toppe au Vert Premier Cru,,100% PN,2019,"0,75",,,,,
1012,,Vigneron,Vin Noe - Jonathan Purcell,,,Borgogna,Borgogna - Pommard,Reve Americain,,100% Pn,2022,"0,75",,,,,FerdyWild
1013,,Maison,Argentiera,,,Bolgheri,Bolgheri Bianco DOC,Scenario,,100% Vermentino,2022,Mag,,,,,
1014,,Maison,Argentiera,,,Bolgheri,Bolgheri DOC,Villa Donoratico,,40% Cab Sauv - 35% Mer - 20% Cab Fra - 5% Pet Ver,2019,"0,75",,,,,
1015,,Maison,Argentiera,,,Bolgheri,Bolgheri DOC,Villa Donoratico,,45% Cab Sauv - 30% Merl - 15%Cab Fra - 10% Pet Ver,2021,"0,75",,,,,
1016,,Maison,Argentiera,,,Bolgheri,Bolgheri DOC,Villa Donoratico,,45% Cab Sauv - 30% Merl - 15%Cab Fra - 10% Pet Ver,2021,Mag,,,,,
1017,,Maison,Argentiera,,,Bolgheri,Bolgheri Superiore,Argentiera,,50% Cab Sauv - 40% Mer - 10% Cab Fra,2017,Mag,,,,,
1018,,Maison,Argentiera,,,Bolgheri,Bolgheri Superiore,Argentiera,,50% Cab Sauv - 40% Mer - 10% Cab Fra,2018,"0,75",,,,,
1019,,Maison,Argentiera,,,Bolgheri,Toscana IGT,Ventaglio,,100% Cab Fra,2016,,,,,,
1020,,Maison,Argentiera,,,Bolgheri,Toscana IGT,Ventaglio,,100% Cab Fra,2018,"0,75",,,,,
1021,,,Casa Vitivinicola Giovanni Persico,,,Bolgheri,Toscana Rosso IGT,Insorto,,Cab Sauv - Cab Fra,2022,"0,75",,,,,
1022,,,Giovanni Chiappini,,,Bolgheri,Bolgheri Superiore,Guado de Gemoli,,70% Cab Sauv - 15% Cab Fra - 15% Mer,2017,"0,75",,,,,
1023,,,Grattamacco,,,Bolgheri,Bolgheri Superiore,Grattamacco,,65% Cab. Sauv. - 20% Merlot - 15% San Giov.,2017,"0,75",,,,,
1024,,Maison,Guado al Tasso,,,Bolgheri,Bolgheri Superiore,San Walfredo,,100% Mer,2016,,,,,,
1025,,Maison,Guado al Tasso,,,Bolgheri,Bolgheri Superiore,Guado Al Tasso,,Cab. Sauv - Mer - Cab. Fra.,2016,,,,,,
1026,,Maison,Guado al Tasso,,,Bolgheri,Bolgheri Superiore,Guado Al Tasso,,Cab. Sauv - Mer - Cab. Fra.,2019,,,,,,
1027,,Vigneron,Imperiale di Matteo Frollani,,,Bolgheri,Toscana IGT,Imperfetto,,100% Cab Sauv,2020,"0,75",,,,,
1028,,Vigneron,Michele Satta,,,Bolgheri,Bolgheri Superiore,Piastraia,,Cab Sauv - Mer - Syr - Sang,2019,,,,,,
1029,,Vigneron,Michele Satta,,,Bolgheri,Bolgheri Superiore,Piastraia,,Cab Sauv - Mer - Syr - Sang,2018,,,,,,
1030,,Vigneron,Michele Satta,,,Bolgheri,Bolgheri Superiore,Marianova,,Syr - Sang,2019,,,,,,
1031,,Maison,Ornellaia,,,Bolgheri,Toscana IGT,Le Volte dell'Ornellaia,,50% Mer - 30% Sang - 20% Cab Sauv,2012,,,,,,
1032,,Maison,Ornellaia,,,Bolgheri,Bolgheri Superiore,Ornellaia,,76% Cab Sauv - 18% Merl - 6% Cab Fra ,1995,,,,,,
1033,,Maison,Ornellaia,,,Bolgheri,Bolgheri Superiore,Ornellaia,,76% Cab Sauv - 7% Cab Fra - 2% Pet Ver,2018,,,,,,
1034,,,Podere Sampaio,,,Bolgheri,Bolgheri DOC,Volpolo,,70% Cab Sauv - 15% Mer - 15% Pet Ver,2019,,,,,,
1035,,,Podere Conca,,,Bolgheri,Bolgheri DOC ,Elleboro - Bolgheri Bianco,,Viogner + altri,2023,"0,75",,,,,
1036,,,Tenuta San Guido,,,Bolgheri,Bolgheri Sassicaia,Sassicaia,,85% Cab Sauv - 15% Cab Fra,1999,,,,,,
1037,,,Tenuta San Guido,,,Bolgheri,Bolgheri Sassicaia,Sassicaia,,85% Cab Sauv - 15% Cab Fra,2019,,,,,,
1038,,,Chateau Cheval Blanc,,,Bourdeaux,Bordeaux - Saint Emilion,Chateau Cheval Blanc,,50% Cab Sauv - 50% Mer,1999,,,,,,
1039,,,Chateau Cheval Blanc,,,Bourdeaux,Bordeaux - Saint Emilion,Chateau Cheval Blanc,,43% Cab Sauv - 47% Mer,2004,,,,,,
1040,,,Chateau Cheval Blanc,,,Bourdeaux,Bordeaux - Saint Emilion,Chateau Cheval Blanc,,49% Cab Sauv - 51% Mer,2005,,,,,,
1041,,,Chateau Cheval Blanc,,,Bourdeaux,Bordeaux - Saint Emilion,Chateau Cheval Blanc,,50% Cab Sauv - 48% Mer - 2% Cab Sauv,2010,,,,,,
1042,,,Chateau Cheval Blanc,,,Bourdeaux,Bordeaux - Saint Emilion,Chateau Cheval Blanc,,45% Cab Sauv - 55% Mer,2015,,,,,,
1043,,,Chateau Cheval Blanc,,,Bourdeaux,Bordeaux - Saint Emilion,Le Petit Cheval,,63% Cab Fra - 37% Mer,1999,,,,,,
1044,,,Chateau Compassant,,,Bourdeaux,Bordeaux - Entre Deux Mers,Chateau Compassant,,100% Merlot,2019,"0,75",,,,,
1045,,,Chateau Falfas,,,Bourdeaux,Bordeaux - Cotes de Bourg,Chateau Falfas,,55% Merlot - 30% Cab sauv - 10% Cab Fra - 5% Malbec,2019,,,,,,
1046,,,Chateau Falfas,,,Bourdeaux,Bordeaux - Cotes de Bourg,Chateau Falfas,,55% Merlot - 30% Cab sauv - 10% Cab Fra - 5% Malbec,2016,,,,,,
1047,,,Chateau Giscours,,,Bourdeaux,Bordeaux - Margaux,La Sirene de Giscours,,60% Cab Sauv - 30% merlot - 10% Cab Franc,2015,"0,75",,,,,
1048,,,Chateau Giscours,,,Bourdeaux,Bordeaux - Margaux,Chateau Giscours,,55% Cab Souv - 39% Merl - 6% Petit Verd,2015,"0,75",,,,,
1049,,,Chateau Giscours,,,Bourdeaux,Bordeaux - Margaux,Chateau Giscours,,70% Cab Souv - 25% Merl - 5% Petit Verd,2018,"0,75",,,,,
1050,,,Chateau Jean Faure,,,Bourdeaux,Bordeaux - Saint Emilion,La Reserve,,50% Merlot - 50% Cab Sauv,2022,"0,75",,,,,
1051,,,Chateau La Lagune,,,Bourdeaux,Bordeaux,Chateau La Lagune,,,2010,,,,,,
1052,,,Chateau Mangot,,,Bourdeaux,Bordeaux - Saint Emilion,Todeschini Distique 9,,40% Cab Franc - 30% Merlot - 30% Cab Sauv,2016,"0,75",,,,,
1053,,,Chateau de Fargues,,,Sauternes,Sauternes,Chateau de Fargues ,,80% Semillon - 20% Sauvignon,2003,"0,75",,,,,
1054,,,Chateau d'Yquem,,,Sauternes,Sauternes,Chateau d'Yquem,,Semillon - Sauvignon,2005,"0,75",,,,,
1055,,,Chateau d'Yquem,,,Sauternes,Sauternes,Chateau d'Yquem,,semillon - Sauvignon,2009,"0,75",,,,,
1056,,,Chateau d'Yquem,,,Sauternes,Sauternes,Chateau d'Yquem,,75% semillon - 25% Sauvignon,2016,"0,75",,,,,
1057,,,Chateau Gravas,,,Sauternes,Sauternes,Chateau Gravas,,100% Semillon,2018,,,,,,
1058,,,Chateau Guiraud,,,Sauternes,Sauternes,Petit Guiraud,,65% Semillon - 35% Sauvignon,2020,"0,75",,,,,
1059,,,Chateau Guiraud,,,Sauternes,Sauternes,Chateau Guiraud,,65% Semillon - 35% Sauvignon,2014,"0,75",,,,,
1060,,,Chateau Haut-Monteils,,,Sauternes,Sauternes,Chateau Haut-Monteils,,100% Semillon,2018,,,,,,
1061,,,Chateau La Tour Blanche,,,Sauternes,Sauternes,Chateau La Tour Blanche,,Semillon - Sauv Bla,2001,,,,,,
1062,,,Chateau Rieussec,,,Sauternes,Sauternes,Chateau Rieussec,,"Muscadelle, Sauvignon Blanc, Sémillon",1983,Mag,,,,,
1063,,,Chateau Suduirat,,,Sauternes,Sauternes,Chateau Suduirat,,90% Semillon - 10% Sauv. Bla,2010,,,,,,
1064,,,Egly-Ouriet,,,Champagne,Coteaux Champenois,Ambonnay Rouge - Cuvee des Grand Cotes,,100% PN,2018,,,,,,
1065,,,Egly-Ouriet,,,Champagne,Coteaux Champenois,Ambonnay Rouge - Cuvee des Grand Cotes,,100% PN,2019,,,,,,
1066,,,Emilien Feneuil,,,Champagne,Coteaux Champenois,Blanc de Petit Meslier et de Chardonnay,,Chard - Petit Meslier,2019,"0,75",,,,,
1067,,,Emilien Feneuil,,,Champagne,Coteaux Champenois,Les Ruisseaux,,100% Meu,2020,"0,75",,,,,
1068,,,Emilien Feneuil,,,Champagne,Coteaux Champenois,Les Maconnettes Rosè,,100% PN,2020,"0,75",,,,,
1069,,,Emilien Feneuil,,,Champagne,Coteaux Champenois,Les Goulats,,100% PN,,"0,75",,,,,
1070,,,Famille Delauvin - Delauvin-Nowack,,,Champagne,Coteaux Champenois,L'Arpent Rouge,,100% Chard,2019,,,,,,
1071,,,Henri Giroud,,,Champagne,Ratafia,Ratafia Champenois,,,Solera 90-16,,,,,,
1072,,,Pierre Deville,,,Champagne,Coteaux Champenois,Verzy Rouge,,100% PN,2020,,,,,,
1073,,,R. Pouillon,,,Champagne,Coteaux Champenoise Blanc,Les Blanchiens,,50% PN - 50% Chard,2019,,,,,,
1074,,,Sebastien Clergeot,,,Champagne,Coteaux Champenois,Petit Clergeot,,100% PN,2020,,,,,,
1075,,,Waris Hubert,,,Champagne,Coteaux Champenois,L'Arreche-Coeur,,100% Chard,2018,,,,,,
1076,,,Anne et Jean-Francois Ganevat,,,Jurà,Cotes Du Jurà,Les Chamois du Paradis,,100% Chard,2019,"0,75",,,,,
1077,,,Anne et Jean-Francois Ganevat,,,Jurà,Cotes Du Jurà,Montferrand,,100% Chard,2020,"0,75",,,,,
1078,,,Anne et Jean-Francois Ganevat,,,Jurà,Cotes Du Jurà,Les Rescapes,,100% Savagnin,2017,"0,75",,,,,
1079,,,Benedicte & Stephan TIssot,,,Jurà,Jurà,Amphore,,100% Pulsard,2021,"0,75",,,,,
1080,,,Domaine de Saint Pierre - Fabrice Dodane,,,Jurà,Arbois,Trousseau,,100% Trousseau,2023,"0,75",,,,,
1081,,,Domaine Overnoy-Crinquad,,,Jurà,Arbois-Pupillin,Arbois Pupillin,,100% Poulsard,2020,"0,75",,,,,
1082,,,Domaine Overnoy - Guillaume Overnoy,,,Jurà,Cotes de Jurà,Vin de Paille,,Trousseau - Poulsard - Savignin - Chardonnay,2016,"0,375",,,,,
1083,,,Domaine Pigner,,,Jurà,Cotes du Jurà Blanc,Sauvageon,,100% Savagnin,2020,"0,75",,,,,
1084,,,Emmanuel Houillon,,,Jurà,Cotes du Jurà - Appellation Arbois Controllè - Arbois-Pupillin,Arbois Pupillin,,100% Pulsard,2000,"0,75",,,,,
1085,,,Maison Pierre Overnoy,,,Jurà,Cotes du Jurà - Appellation Arbois Controllè - Arbois-Pupillin,Arbois Pupillin,,100% Pulsard,2008,"0,75",,,,,
1086,,,Nicolas Jacob,,,Jurà,Cotes du Jurà,Les Chazaux,,100% Chard,2020,,,,,,
1087,,,Benoit Courault,,,Francia,Vin de France,Gilbourg,,100% Chenin Blanc,,"0,75",,,,,
1088,,,Chauteau de Beaucastel,,,Francia,Chateauneuf-du-Pape,Chateauneuf-du-Pape,,"Mourvedre - Grenache - Syrah - Counoise - Cinsault - Terre Noir, -Muscardin - Vaqueyrese",2021,"0,75",,,,,
1089,,,Clos Rougeard,,,Francia,Saumur Champigny - Loira,Saumur Champigny,,100% Cab Fra,2018,"0,75",,,,,
1090,,,Domaine Cauhapè,,,Francia,Jurancon,Symphonie de Novembre,,100% Petit Menseng,2021,,,,,,
1091,,,Domaine Gauby,,,Francia,Côtes Catalanes IGP,Vieilles Vignes,,"grenache blanc, macabeo",2004,Mag,,,,,
1092,,,Domaine Charles Joguet,,,Francia,Loira - Chinon,Les Charmes,,100% Chenin Blanc,2021,Mag,,,,,
1093,,,Domaine  (Famille) Julien Cecillon,,,Francia,Valle du Rhone - Saint-Joseph,Syrah - Les Graviers,,100% Syrah,2022,,,,,,
1094,,,Renè-Jean Dard & Francois Ribo,,,Francia,Hermitage,Hermitage,,Shiraz - Syrah,2021,"0,75",,,,,
1095,,,Yvon Metras,,,Francia,Bojoules - Fleurie,Fleurie - L'Ultime,,100% Gamay,2009,Mag,,,,,
1096,,,Borgo Stajnbech,,,Italia,Lison Classico DOCG,150,,100% Tocai,2020,"0,75",,,,,
1097,,,Ca' Rugate,,,Italia,Soave Classico,San Michele,,100% Carganega,2021,,,,,,
1098,,,Cantina Mezzacane,,,Italia,Vino Bianco,Fontanalbina,,100% Timorasso,2021,"0,75",,,,,
1099,,,Cantina Orsogna,,,Italia,Vino Rosso,Bucefalo,,100% Montepulciano,2022,"0,75",,,,,
1100,,,Cantine Antonio Ferrari,,,Italia,Vino,Solaria Jonica,,100% Primitivo,1959,,,,,,
1101,,,Cesarini Sartori,,,Italia,Montefalco Sagrantino DOCG,Villarode,,100% Sagrantino,2015,,,,,,
1102,,,Comai,,,Italia,Trentino doc,Chardonnay,,100% Chard,2022,"0,75",,,,,
1103,,,Concaentosa,,,Italia,Isola dei Nuraghi Rosso IGT,Niki Tai,,Cannonau - Bovale,2021,"0,75",,,,,Intercor
1104,,,Donnafugata,,,Italia,Passito di Pantelleria DOC,Ben Rye,,100% Zibibo,2020,,,,,,
1105,,,Fausto Andi,,,Italia,Rosso Oltrepò Pavese,Armonia,,Vitigno Georgiano - Barbera - Vitigni Autoctoni,NV,"0,75",,,,,
1106,,,Fausto Andi,,,Italia,Prov. di Pavia IGT,Originaldo,,100% PN,2019,"0,75",,,,,
1107,,,Fausto Andi,,,Italia,Vino Bianco,Strano,,Colombaia,2012,"0,75",,,,,
1108,,,Fausto Andi,,,Italia,Prov. di Pavia IGT,Sotto Sera,,100% Barbera,2010,"0,75",,,,,
1109,,,Fausto Andi,,,Italia,Prov. di Pavia IGT,Ascaro,,100% Barbera,2016,"0,75",,,,,
1110,,,Fausto Andi,,,Italia,Vino Rosso,Crinale,,100% PN,2000,"0,75",,,,,
1111,,,Fausto Andi,,,Italia,Vino Rosso,Luogo dei Monti,,100% PN,1988,"0,75",,,,,
1112,,,Imperatori,,,Italia,Lazio dop,Segreto Verde,,100% Trebbiano Verde,,mag,,,,,
1113,,,Incanto,,,Italia,Verdicchio dei Castelli di Jesi,Verdicchio dei Castelli di Jesi classico Superiore,,100% Verdicchio,2020,,,,,,
1114,,,Incanto,,,Italia,Rosso di Montalcino DOC,Rosso di Montalcino DOC,,100% San Giovese,2017,,,,,,
1115,,,Kracher,,,Italia,Traminer,Auslese,,100% Traminer,2019,,,,,,
1116,,,Le Bella Vigne,,,Italia,Nero di Troia,Collezione Oro Nero di Troia,,100% Nero di Troia,,,,,,,
1117,,,Masciarelli,,,Italia,Montepulciano d'Abruzzo,Villa Gemma,,100% Montepulciano d'Abruzzo,1993,,,,,,
1118,,,Mazzei,,,Italia,Sicilia Noto Rosso DOC,Zisola,,100% Nero d'Avola,2020,,,,,,
1119,,,Meroi,,,Italia,Friuli Colli Orientali,Vigna Dominin Chardonnay,,100% Chard,2021,Mag,,,,,
1120,,,Miani,,,Italia,Colli Orientali del Friuli,La mont di Zuc,,100% Malvasia,2017,"0,75",,,,,
1121,,,Napolini Mario,,,Italia,Montefalco,Sagrantino di Montefalco,,100% Sagra,2014,,,,,,
1122,,,Napolini Mario,,,Italia,Montefalco,Sagrantino di Montefalco Passito,,100% Sagra,2016,,,,,,
1123,,,Valentini,,,Italia,Trebbiano d'Abruzzo ,Trebbiano d?Abruzzo,,100% Trebbiano,2018,"0,75",,,,,
1124,,,Venturini Baldini,,,Italia,Colli di Scandiano e Canossa DOP,T.E.R.S.,,100% Malbo Gentile,2019,"0,75",,,,,
1125,,,Vigneti Fontalbina,,,Italia,Colli Tortonesi DOC Timorasso,Derthona Disarezzano,,100% TImorasso,2022,"0,75",,,,,
1126,,,Fedegraziani,,,Etna,Terre Siciliane Bianco (Etna),Mareneve,,30% Carricante - 25% Riesling Renano - 25% Gewurt. - 15% Chenin Blanc - 5% Grecanico,2021,"0,75",,,,,
1127,,,Girolamo Russo,,,Etna,Etna Bianco doc,Nerina,,"75% Carricante - 25% Catarratto, Inzolia, Grecanico, Minnella, Coda di Volpe",2022,Mag,,,,,
1128,,,Girolamo Russo,,,Etna,Etna Rosso DOC,San Lorenzo Piano delle Colombe,,100% Nerello Mascalese,2017,"0,75",,,,,
1129,,,Palmento Costanzo,,,Etna,Etna Rosso DOC,Nero di Sei,,80% Nerello Mascalese - 20% Nerello Cappuccio,2018,"0,75",,,,,Sagna
1130,,,Pietro Caciorgna,,,Etna,Etna Rosso DOC,N'Anticchia,,100% Nerello Mascalese,2016,"0,75",,,,,
1131,,,Podere Giodo,,,Etna,Sicilia DOC (Etna),Alberelli di Giodo,,100% Nerello Mascalese,2017,"0,75",,,,,
1132,,,Tenuta di Aglaea,,,Etna,Terre Siciliane (Etna Rosso),Aglaea - Nerello Mascalese,,100% Nerello Mascalese,2021,"0,75",,,,,Vigniaioli Indipendenti
1133,,,Albino Rocca,,,Langa,Nebbiolo d'Alba,Nebbiolo d'Alba,,100% Nebb,2020,,,,,,
1134,,,Albino Rocca,,,Langa,Barbaresco,Rocchi,,100% Nebb,2015,,,,,,
1135,,,Azienda Agricola LaLù,,,Langa,Nebbiolo  ,Langhe Nebbiolo,,100% Nebbiolo,2022,"0,75",,,,,
1136,,,Bartolo Mascarello,,,Langa,Barolo,Barolo,,100% Nebiolo,2017,"0,75",,,,,
1137,,,Bartolo Mascarello,,,Langa,Barolo,Barolo,,100% Nebiolo ,2013,"0,75",,,,,
1138,,,Cascina Fontana,,,Langa,Barolo,Barolo,,100% Nebiolo,2019,"0,75",,,,,
1139,,,Cascina Fontana,,,Langa,Barolo,Barolo,,100% Nebiolo,2020,3 L,,,,,
1140,,,Conterno Fantino,,,Langa,Barolo,Ginestra Vigna del Gris,,100% Nebiolo,2018,Mag,,,,,
1141,,,Comm. G.B. Burlotto,,,Langa,Barolo,Barolo - Monvigliero,,100% Nebbiolo,2020,"0,75",,,,,
1142,,,Bruno Giacosa,,,Langa,Barolo,Falletto Vigna le Rocche,,100% Nebiolo,2013,"0,75",,,,,
1143,,,Gaia,,,Langa,Barbaresco,Barbaresco,,100% Nebiolo,1970,"0,75",,,,,
1144,,,Giacomo Conterno,,,Langa,Barolo,Cerretta,,100% Nebiolo,2013,"0,75",,,,,
1145,,,Giovanni Parola,,,Langa,Barolo,al Campionato Enologico,,100% Nebiolo,1966,"0,75",,,,,
1146,,,Giuseppe Mascarello,,,Langa,Barolo,Monprivato di Castiglione Falletto,,100% Nebiolo,2013,"0,75",,,,,
1147,,,Rinaldi,,,Langa,Barolo,Tre Tine,,100% Nebiolo,2013,,,,,,
1148,,,Philine Isabelle,,,Langa,Barolo,Barolo - Preda,,100% Nebbiolo,2020,"0,75",,,,,
1149,,,Sandrone,,,Langa,Barolo,Aleste,,100% Nebiolo,2013,,,,,,
1150,,,Vietti,,,Langa,Barolo,Ravera,,100% Nebiolo,2013,"0,75",,,,,
1151,,,Vietti,,,Langa,Langhe DOC - Nebbiolo,Perbacco,,100% Nebbiolo,2021,"0,75",,,,,
1152,,,Abbazia di Novacella,,,Sud Tirol & Trentino,Sud Tirol,Muller Thurgau ,,100% Mul Thu,2020,,,,,,
1153,,,Cantina Girlan,,,Sud Tirol & Trentino,Sud Tirol,Flora Pinot Noir Riserva,,100% PN,2021,"0,75",,,,,Girlan
1154,,,Cantina Tramin,,,Sud Tirol & Trentino,Sud Tirol,Loam,,40% Cab Sauv - 25% Cab Fra - 35% Mer,2019,,,,,,
1155,,,Cantina Tramin,,,Sud Tirol & Trentino,Sud Tirol,Nussbaumer,,100% Gewurz,2020,,,,,,
1156,,,Cantina Tramin,,,Sud Tirol & Trentino,Sud Tirol,Nussbaumer,,100% Gewurz,2021,,,,,,
1157,,,Cantina Tramin,,,Sud Tirol & Trentino,Sud Tirol,Terminum,,100% Gewurtz,2009,,,,,,
1158,,,Cantina Tramin,,,Sud Tirol & Trentino,Sud Tirol,Terminum,,100% Gewurtz,2020,,,,,,
1159,,,Cantina Tramin,,,Sud Tirol & Trentino,Sud Tirol,Troy,,100% Chard,2019,,,,,,
1160,,,Cantine Monfort,,,Sud Tirol & Trentino,Trentino DOC,Gewurtztraminer,,100% Gewurtz,2023,"0,75",,,,,
1161,,,Comai,,,Sud Tirol & Trentino,Trentino doc,Chardonnay,,100% Chard,2022,"0,75",,,,,
1162,,,Elena Walch,,,Sud Tirol & Trentino,Sud Tirol Alto Adige DOC,Ludwig,,100% PN,2020,,,,,,
1163,,,Elena Walch,,,Sud Tirol & Trentino,,Castel Ringberg Cabernet Sauvignon Riserva,,100% Cab Sauv,2019,,,,,,
1164,,,Erste & Neue,,,Sud Tirol & Trentino,Sud Tirol Alto Adige DOC,Pinot Nero Blauburgunder,,100% PN,2022,,,,,,
1165,,,Franz Haas,,,Sud Tirol & Trentino,Vigneti delle Dolomiti,Moscato Giallo,,100% Moscato Giallo,2022,"0,75",,,,,
1166,,,Franz Haas,,,Sud Tirol & Trentino,Vigneti delle Dolomiti,Manna,,40% Riesling - 20% Chard - Gewurtz - Sauv - Kerner,2021,"0,75",,,,,
1167,,,Franz Haas,,,Sud Tirol & Trentino,Alto Adige,Pinot Nero,,100% PN,2021,"0,75",,,,,
1168,,,Franz Haas,,,Sud Tirol & Trentino,Alto Adige,Schweizer,,100% PN,2020,"0,75",,,,,
1169,,,Franz Haas,,,Sud Tirol & Trentino,Alto Adige,Moscato Rosa,,100% Moscato Rosa,2022,"0,75",,,,,
1170,,,Nals Margreid,,,Sud Tirol & Trentino,Sudtirol Altoadige DOC,Sand,,100% Lagrein,2022,,,,,,
1171,,,Rottensteiner,,,Sud Tirol & Trentino,Sud Tirol - Alto Adige DOC,Blauburgunder,,100% PN,2022,"0,75",,,,,
1172,,,Taschlerhof,,,Sud Tirol & Trentino,Sud Tirol Eisacktaler doc,Kerner,,100% Kerner,2021,Mag,,,,,
1173,,,Tenuta Marius Weingut,,,Sud Tirol & Trentino,Sud Tirol Alto Adige DOCG,Marius,,100% Lagrein,2021,,,,,,
1174,,,Arrighi,,,Toscana,Elba Aleatico Passito,Silosò,,100% Aleatico,2023,"0,375",,,,,Arrighi
1175,,,Arrighi,,,Toscana,Toscana IGT,Tresse,,50% Sangiovese - 30% Syrah - 20% Sagrantino,2021,"0,75",,,,,Arrighi
1176,,,Banfi,,,Toscana,Moscadello di Montalcino DOC,Florus,,Muscat Blanc - Petis Grains,2016,,,,,,
1177,,,Capezzana Conte Contini Bonaccorsi,,,Toscana,Carmignano DOC,Barco Reale di Carmignano,,Sang - Cab Sau - Cab Fra - Canai,2020,,,,,,
1178,,,Carpineto,,,Toscana,Vino Nobile di Montepulciano,Vino Nobile di Montepulciano Riserva,,Sang 70% - vari 30%,2018,,,,,,
1179,,,Conti Costanti,,,Toscana,Toscana IGT,Ardingo,,70% Merlot - 30% Sangiovese,2020,Mag,,,,,
1180,,,Fattoria delle Ripalte,,,Toscana,Aleatico Passito Dell'Elba DOCG,Alea Ludendo - Aleatico Passito dell'Elba,,100% Aleatico,2017,,,,,,
1181,,,I Giusti & Zanza,,,Toscana,Costa Toscana Rosso IGT,Perbruno,,100% Syrah,2019,"0,75",,,,,
1182,,,Marchesi de Frescobaldi,,,Toscana,Chianti,Nipozzano Riserva,,100% Sang,2009,,,,,,
1183,,,Massa Vecchia di Niccolaini Fabrizio,,,Toscana,Rosso di Toscana IGT,Massa Vecchia,,100% Sang,2021,,,,,,
1184,,,Monte Solaio,,,Toscana,Costa Toscana IGT,Re del Castello,,100% Merlot,2020,,,,,,
1185,,,Montevertine,,,Toscana,Supertuscan,Le Pergole Torte,,100% Sangiovese,1999,Mag,,,,,
1186,,,Montevertine,,,Toscana,Supertuscan,Le Pergole Torte,,100% Sangiovese,2017,,,,,,
1187,,,Montevertine,,,Toscana,Supertuscan,Le Pergole Torte,,100% Sangiovese,2019,"0,75",,,,,
1188,,,Panizzi,,,Toscana,Vernaccia di Sangimignano,Vernaccia di Sangimignano Riserva,,Vernac,2017,,,,,,
1189,,,Stella di Campalto,,,Toscana,Brunello di Montalcino,Podere San Giuseppe - Corso - ,,100% San Giovese,2019,"0,75",,,,,
1190,,,Tenuta di Monterufoli,,,Toscana,Vermentino di Toscana,Pian di Seta,,100% Vermentino,,,,,,,
1191,,,Villa Poggio Salvi,,,Toscana,Brunello di Montalcino,Villa Poggio Salvi,,100% Sang ,2008,,,,,,
1192,,,Varramista,,,Toscana,Vermentino Toscana IGT,Podere Cavallino,,100% Vermentino,2022,"0,75",,,,,Varramista
1193,,,Varramista,,,Toscana,Toscana IGT,Sterpato,,Cab. Sauv. - Cab.  Franc - Merlot - Sang. - Grenache,2020,"0,75",,,,,Varramista
1194,,,Varramista,,,Toscana,Terre di Pisa Rosso DOC,Frasca,,60% Sang - 20% Mer - 20% Syr,2020,"0,75",,,,,Varramista
1195,,,Varramista,,,Toscana,Toscana IGT,Varramista,,80% Sang - 20% Syrah,2002,"0,75",,,,,Varramista
1196,,,Varramista,,,Toscana,Toscana IGT,Varramista,,100% Syrah,2018,"0,75",,,,,Varramista
1197,,,Allegrini,,,Valpollicella,Amarone della Valpollicella,Amarone della valpollicella Classico,,80% Corvina - Rondinella 15% - Oseleta 5%,2015,"0,75",,,,,
1198,,,Dal Forno,,,Valpollicella,Valpollicella ,Superiore,,70% Corvina e Corvina Grossa 20% Corvina 5% Osoletta 5% Croatina,2008,Mag,,,,,
1199,,,Dal Forno,,,Valpollicella,Amarone della Valpollicella ,Amarone,,"60% corvina, 20% rondinella, 10% oseleta, 10% croatina",2008,"0,75",,,,,
